brand,name,type,country,ingredients,afterUse
Beauty of Joseon,Pure Cloud Bubble Toner,Toner,South Korea,"[Water,Dipropylene Glycol,Propanediol,1,2-Hexanediol,Niacinamide,Glycerin,Portulaca Oleracea Extract,Saccharum Officinarum Extract,Solanum Melongena Fruit Extract,Melaleuca Alternifolia Leaf Extract,Citrus Aurantium Dulcis Oil,Citrus Nobilis Peel Oil,Litsea Cubeba Fruit Oil,C12-14 Pareth-12,Panthenol,Sodium Citrate,Adenosine,Citric Acid,Disodium EDTA,Hydrolyzed Hyaluronic Acid,Nephrite Powder,Ethylhexylglycerin]","[Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating]"
Isntree,Chestnut BHA 2% Clear Liquid,Toner,South Korea,"[Water,Butylene Glycol,Propanediol,1,2-Hexanediol,Salicylic Acid,Castanea Crenata Shell Extract,Sodium Hydroxide,Glycerin,Biosaccharide Gum-1,Ethylhexylglycerin,Xanthan Gum,Hydroxyethylcellulose,Disodium EDTA,Citric Acid,Dipotassium Glycyrrhizate,Hyaluronic Acid,Hydrolyzed Hyaluronic Acid,Sodium Citrate,Sodium Hyaluronate,Salix Alba Bark Extract,Allantoin]","[Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Eczema]"
Anua,Birch Moisture Boosting Pad,Toner,South Korea,"[Water,Betula Platyphylla Japonica Juice,Butylene Glycol,Glycerin,Dipropylene Glycol,Allantoin,Betaine,Cucumis Sativus Fruit Extract,Hyaluronic Acid,Hydrolyzed Hyaluronic Acid,Sodium Hyaluronate Crosspolymer,Sodium Hyaluronate,Camellia Sinensis Leaf Extract,Mentha Rotundifolia Leaf Extract,Thymus Vulgaris Flower/Leaf Extract,Propanediol,Oenothera Biennis Flower Extract,Pinus Palustris Leaf Extract,Pueraria Lobata Root Extract,Ulmus Davidiana Root Extract,Gluconolactone,Chlorella Vulgaris Extract,Melia Azadirachta Branch/Leaf Extract,Melia Azadirachta Flower Extract,Coccinia Indica Fruit Extract,Althaea Rosea Flower Extract,Aloe Barbadensis Flower Extract,Solanum Melongena Fruit Extract,Ocimum Sanctum Leaf Extract,Corallina Officinalis Extract,Curcuma Longa Root Extract,1,2-Hexanediol,Hydroxyacetophenone,Glucose,Ethylhexylglycerin,Caprylyl Glycol,Fructooligosaccharides,Fructose,Polyglyceryl-10 Laurate,Glyceryl Caprylate,Pentylene Glycol,Acetyl Glucosamine,Sodium Citrate,Cyanocobalamin,Tocopherol,Xanthan Gum,Disodium EDTA]","[Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating]"
Sukin,Rich Moisture Facial Masque,Wet Mask,Australia,"[Water,Cetearyl Alcohol,Glyceryl Stearate,Glycerin,Coco-Caprylate,Aloe Barbadensis Leaf Juice,Rosa Canina Fruit Oil,Terminalia Ferdinandiana Fruit Extract,Santalum Acuminatum Fruit Extract,Punica Granatum Fruit Extract,Camellia Oleifera Seed Oil,Tocopherol,Citrus Tangerina Peel Oil,Citrus Nobilis Peel Oil,Lavandula Angustifolia Oil,Vanillin,Cetearyl Glucoside,Sodium Stearoyl Glutamate,Lactic Acid,Phenoxyethanol,Benzyl Alcohol,Limonene,Linalool]","[Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema]"
Inward,Agas ACue Herbal Mask,Wet Mask,South Korea,"[Water,Glycerin,Butylene Glycol,Camellia Sinensis Leaf,1,2-Hexanediol,Agastache Rugosa Extract,Butyl Avocadate,Xylitylglucoside,Anhydroxylitol,Xylitol,Fructan,Polysorbate 80,Polyacrylamide,Carbomer,Arginine,C13-14 Isoparaffin,Xanthan Gum,Ammonium Acryloyldimethyltaurate/Vp Copolymer,Ethylhexylglycerin,Laureth-7,Glucose,Propyl Gallate]",[May Worsen Oily Skin]
Sephora Collection,Green Tea Face Mask,Wet Mask,France,"[Water,Butylene Glycol,Glycerin,Betaine,1,2-Hexanediol,Hydroxyacetophenone,Xanthan Gum,Lecithin,Salix Alba Bark Extract,Kaolin,Parfum,Phenoxyethanol,Hydrolyzed Rice Bran Extract,Bakuchiol,Magnolia Officinalis Flower Extract,Camellia Sinensis Leaf Extract,Citric Acid,Sodium Benzoate,Limonene,Linalool,Potassium Sorbate,Quartz]","[Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating]"
Eminence Organics,Calm Skin Arnica Masque,Wet Mask,,"[Aloe Ferox Leaf Juice,Hippophae Rhamnoides Oil,Calendula Officinalis Flower Extract,Chamomilla Recutita Flower,Vitis Vinifera Seed Extract,Pinus Pinaster Leaf Extract,Stellaria Media Extract,Rosa Canina Fruit Extract,Calendula Officinalis Flower Oil,Helianthus Annuus Seed Oil,Cucurbita Pepo Seed Oil,Sesamum Indicum Seed Oil,Carthamus Tinctorius Seed Oil,Simmondsia Chinensis Seed Oil,Evening Primrose Oil Decyl Esters,Cetearyl Alcohol,Butyrospermum Parkii Butter,Glycerin,Zea Mays Oil,Kaolin,Panthenol,Linum Usitatissimum Seed Oil,Avena Sativa Kernel Extract,Hamamelis Virginiana Extract,Arnica Montana Flower Extract,Schist Extract,Aesculus Hippocastanum Extract,Chamomilla Vulgaris Extract,Glyceryl Stearate,Cetyl Palmitate,Cocoglycerides,Beeswax,Theobroma Cacao Seed Butter,Benzyl Alcohol,Salicylic Acid,Sorbic Acid,Tocopherol,Sodium Cetearyl Sulfate,Methyl Glucose Sesquistearate,Lactic Acid,Xanthan Gum,Melissa Officinalis Leaf Oil,Calcium Ascorbate,Lecithin,Camphor,Daucus Carota Sativa Root Extract,Water,Lycium Barbarum Fruit Extract,Tapioca Starch,Thioctic Acid]","[Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema]"
ClarityRx,Daily Fruit Antioxidant Moisturizing Mango Mask,Wet Mask,United States,"[Aloe Barbadensis Leaf Juice,Cetyl Alcohol,Glycerin,Zinc Oxide,Glyceryl Stearate,Titanium Dioxide,Sesamum Indicum Seed Oil,Carthamus Tinctorius Seed Oil,Squalene,Cyamopsis Tetragonoloba Gum,Hippophae Rhamnoides Oil,Daucus Carota Sativa Seed Oil,Chamomilla Recutita Extract,Panax Ginseng Root Extract,Cucumis Sativus Fruit,Ginkgo Biloba Leaf,Phenoxyethanol,Retinyl Palmitate,Tocopherol,Trimagnesium Phosphate,Mangifera Indica Seed Oil,Parfum,Sodium Hyaluronate,Palmitoyl Oligopeptide,Palmitoyl Tetrapeptide-7,Collagen,Potassium Sorbate,Sodium Benzoate,Citric Acid]","[Hydrating,Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating]"
heimish,Black Tea Mask Pack,Wet Mask,,"[Water,Propanediol,Glycerin,Caprylic/Capric Triglyceride,Camellia Sinensis Leaf Water,Litchi Chinensis Fruit Extract,Aloe Barbadensis Leaf Extract,Centella Asiatica Extract,Cinnamomum Zeylanicum Bark Extract,Sanguisorba Officinalis Root Extract,Pelargonium Graveolens Extract,Nelumbo Nucifera Flower Extract,Uncaria Gambir Extract,Dimethicone,Sodium Polyacrylate Starch,Cetearyl Olivate,Sorbitan Olivate,Ammonium Acryloyldimethyltaurate/Vp Copolymer,Sodium Acrylates Crosspolymer-2,Coptis Japonica Root Extract,Butylene Glycol,Coccinia Indica Fruit Extract,Eclipta Prostrata Extract,Theobroma Cacao Seed Extract,Silica,Dextrin,Sodium Hyaluronate,Disodium EDTA,Phenoxyethanol,Chlorphenesin,Ethylhexylglycerin,Caprylyl Glycol,1,2-Hexanediol,Parfum]","[Redness Reducing,Eczema]"
Lancôme,Rose Sorbet Cryo-Mask with Salicylic Acid,Wet Mask,France,"[Water,Alcohol Denat.,Propanediol,Sodium Iodide,Sodium Carboxymethyl Starch,Glycerin,Honey,Ci 14700,Ci 17200,Tocopherol,Sodium Hyaluronate,Arginine,Spiraea Ulmaria Extract,Salicylic Acid,Helianthus Annuus Seed Oil,Menthol,Rosa Damascena Flower Water,Citric Acid,Butylene Glycol,Prunus Amygdalus Dulcis Oil,Parfum]","[Good For Oily Skin,Reduces Large Pores,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema]"
Ishizawa Labs,Nadeshiko Keana Rice Pack,Wet Mask,Japan,"[Water,Butylene Glycol,Oryza Sativa Bran Oil,Glycerin,Ethylhexyl Palmitate,Polysorbate 60,Glyceryl Stearate,Cedrenol,Cyclopentasiloxane,Rice Ferment Lees,Oryza Sativa Bran Extract,Glycosphingolipids,Artemisia Argyi Leaf Extract,Butyrospermum Parkii Butter,Behenyl Alcohol,Valine,Hydrogenated Lecithin,Lysolecithin,Carbomer,Tocopherol,Sodium Polyacrylate Starch,Potassium Hydroxide,Sodium Hydroxide,Etidronic Acid,Methylparaben,Propylparaben]","[Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating]"
e.l.f. cosmetics,Hydrating Bubble Mask,Wet Mask,United States,"[Water,Lauryl Glucoside,Glycerin,Potassium Cocoyl Glycinate,Methyl Perfluorobutyl Ether,Methyl Perfluoroisobutyl Ether,Decyl Glucoside,Acrylates Copolymer,Cocamide Mea,Sodium Polyglutamate,Butylene Glycol,Pvp,Disodium EDTA,Dipotassium Glycyrrhizate,Polysorbate 20,Propanediol,Polyacrylate-13,Ceramide AP,1,2-Hexanediol,Polyisobutene,Caprylhydroxamic Acid,Sorbitan Isostearate,Parfum]","[Redness Reducing,Anti-Aging]"
Darphin,Age-Defying Dermabrasion,Wet Mask,France,"[Water,Silica,Glycerin,Cetearyl Alcohol,Nylon-11,Butyrospermum Parkii Butter,Steareth-21,Steareth-2,Jojoba Esters,Pumice,Hydrogenated Polydecene,Sodium Lauroyl Oat Amino Acids,Gelidiella Acerosa Extract,Hypnea Musciformis Extract,Gentiana Lutea Root Extract,Pentylene Glycol,Pearl Powder,Bisabolol,Acetyl Glucosamine,Peg-32,Peg-6,Ammonium Acryloyldimethyltaurate/Vp Copolymer,Coco-Glucoside,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Butylene Glycol,Sodium Hydroxide,Parfum,Tetrasodium EDTA,Methylchloroisothiazolinone]","[Reduces Irritation,Acne Trigger,Eczema]"
Volition Beauty,Chocolate Macadamia Hydrating Mask with Hyaluronic Acid + Vegan Collagen,Wet Mask,United States,"[Water,Theobroma Cacao Fruit Powder,Glycerin,Kaolin,Caramel,Macadamia Ternifolia Seed Oil,Sodium Hyaluronate,Propanediol Dicaprylate,Aloe Barbadensis Leaf Juice,Xanthan Gum,Sodium Hydroxide,Squalane,Sr-Hydrozoan Polypeptide-1,Niacinamide,Sodium Benzoate,Polyglyceryl-4 Caprate,Polyglyceryl-6 Caprylate,Carbomer,Lauryl Glucoside,Myristyl Glucoside,Allantoin,Polyglyceryl-6 Laurate,Charcoal Powder,Parfum,Phenoxyethanol,Ethylhexylglycerin]","[Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening]"
Queen Helene,Olive Oil Masque,Wet Mask,United States,"[Water,Glyceryl Stearate,Stearyl Alcohol,Paraffinum Liquidum,Lanolin Oil,Sodium Lauryl Sulfate,Olea Europaea Fruit Oil,Persea Gratissima Oil,Olea Europaea Leaf Extract,Chamomilla Recutita Extract,Salvia Officinalis Leaf Extract,Glycerin,Propylene Glycol,Disodium EDTA,Phenoxyethanol,Potassium Sorbate,Sodium Benzoate,Parfum,Ci 77288]","[Hydrating,Reduces Irritation,Drying,May Worsen Oily Skin,Irritating]"
Skin Gym,Weekender Mask,Wet Mask,United States,"[Water,Glycerin,Caprylic/Capric Triglyceride,Cetyl Ethylhexanoate,Butylene Glycol,Isopropyl Myristate,Niacinamide,Cetearyl Alcohol,Cetyl Alcohol,Hydrogenated Rice Bran Oil,Polyglyceryl-3 Methylglucose Distearate,Beeswax,Camellia Sinensis Seed Oil,Dipropylene Glycol,Hydroxyacetophenone,Olea Europaea Fruit Oil,Tromethamine,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Caprylyl Glycol,Parfum,Ceramide AP,1,2-Hexanediol,Disodium EDTA,Sodium Hyaluronate,Propylene Glycol,Salix Nigra Bark Extract,Citric Acid,Lactic Acid,Dipotassium Glycyrrhizate,Glycolic Acid,Ci 16185,Tartaric Acid,Malic Acid,Vitis Vinifera Fruit Extract,Saccharum Officinarum Extract,Pyrus Malus Fruit Extract,Vaccinium Myrtillus Fruit Extract,Citrus Limon Fruit Extract]","[Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema]"
BLITHE,Patting Splash Mask Rejuvenating Purple Berry,Wet Mask,,"[Water,Glycerin,Lactic Acid,Vaccinium Myrtillus Fruit Extract,Peg-40 Hydrogenated Castor Oil,1,2-Hexanediol,Gardenia Jasminoides Fruit Extract,Saccharum Officinarum Extract,Sodium Lactate,Panthenol,Propylene Glycol,Ipomoea Batatas Root Extract,Citrus Aurantium Dulcis Fruit Extract,Citrus Limon Fruit Extract,Dextrin,Parfum,Butylene Glycol,Acer Saccharum Extract,Tocopheryl Acetate,Adenosine,Euterpe Oleracea Fruit Extract,Rubus Fruticosus Fruit Extract,Fragaria Chiloensis Fruit Extract,Vaccinium Angustifolium Fruit Extract,Rubus Idaeus Fruit Extract]","[Reduces Irritation,Reduces Large Pores,Anti-Aging,Brightening,Drying,Irritating,Rosacea,Eczema]"
Sisley,Hydra-Flash Mask,Wet Mask,Europe,"[Water,Isopropyl Palmitate,Butyrospermum Parkii Butter,Dimethicone,Butylene Glycol,Glyceryl Myristate,Potassium Cetyl Phosphate,Nylon-12,Helianthus Annuus Seed Oil,Hydrogenated Polyisobutene,Sesamum Indicum Oil Unsaponifiables,Panthenol,Tocopheryl Acetate,Hydrolyzed Sesame Extract,Hydrolyzed Cottonseed Protein,Rehmannia Chinensis Root Extract,Oryza Sativa Bran Extract,Adenosine,Passiflora Incarnata Extract,Ginkgo Biloba Leaf Extract,Vitis Vinifera Leaf Extract,Thymus Mastichina Flower Oil,Coriandrum Sativum Fruit Oil,Pelargonium Graveolens Oil,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Glycerin,Carbomer,Sodium Hydroxide,Disodium EDTA,Polysorbate 60,Sorbitan Isostearate,Acetylated Glycol Stearate,Citric Acid,Trihydroxystearin,Glycine Soja Oil,Phenoxyethanol,Potassium Sorbate,Sodium Benzoate,Tocopherol,Linalool,Limonene,Citronellol,Geraniol]","[Reduces Irritation,Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating]"
Caudalie,Instant Detox Mask,Wet Mask,France,"[Water,Bentonite,Glycerin,Acacia Senegal Gum,Xanthan Gum,Benzyl Alcohol,Alcohol,Sodium Dehydroacetate,Citrus Aurantium Bergamia Fruit Oil,Vitis Vinifera Fruit Extract,Lavandula Angustifolia Oil,Sodium Citrate,Dehydroacetic Acid,Coffea Arabica Seed Extract,Coffea Robusta Seed Extract,Citric Acid,Papain,Cupressus Sempervirens Oil,Salvia Sclarea Oil,Commiphora Myrrha Oil,Santalum Album Oil,Anthemis Nobilis Flower Oil,Petroselinum Crispum Seed Oil,Carbomer,1,2-Hexanediol,Caprylyl Glycol,Sodium Benzoate,Lactic Acid,Potassium Sorbate,Algin,Limonene,Linalool]","[Reduces Large Pores,Anti-Aging,Drying,Irritating,Rosacea,Eczema]"
SKIN1004,Zombie Beauty Pumpkin Mask,Wet Mask,South Korea,"[Cucurbita Pepo Fruit Extract 61%,Water,Diethoxyethyl Succinate,Butylene Glycol,Glycerin,1,2-Hexanediol,Betaine,Trehalose,Arginine,Polyglyceryl-10 Laurate,Polyglyceryl-10 Myristate,Coptis Chinensis Root Extract,Carbomer,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Ammonium Acryloyldimethyltaurate/Vp Copolymer,Ethylhexylglycerin,Tocopheryl Acetate,Sodium Polyacrylate,Xanthan Gum,Parfum,Honey Extract,Glyceryl Acrylate/Acrylic Acid Copolymer,Adenosine,Coco-Glucoside,Honey,Royal Jelly Extract,Disodium EDTA,Caramel,Propolis Extract,Sodium Hyaluronate,Centella Asiatica Extract,Rosa Damascena Flower Water,Caprylic/Capric Triglyceride,Olea Europaea Fruit Oil,Hydrogenated Lecithin,Squalane,Butyrospermum Parkii Butter,Cholesterol,Ceramide NP,Acetylphytosphingosine,Phytosphingosine]","[Redness Reducing,Scar Healing,Brightening]"
Eve Lom,Rescue Mask,Wet Mask,United Kingdom,"[Kaolin,Water,Glycerin,Alcohol Denat.,Honey,Prunus Amygdalus Dulcis Seed Meal,Phenoxyethanol,Camphor,Magnesium Aluminum Silicate,Calcium Chloride,Magnesium Chloride,Sodium Chloride,Ethylhexylglycerin,Aluminum Chlorohydrate,Allantoin]","[Scar Healing,Drying,Acne Trigger,Irritating,Rosacea,Eczema]"
Himalaya,Purifying Neem Mask,Wet Mask,India,"[Water,Kaolin,Melia Azadirachta Leaf Extract,Propylene Glycol,Bentonite,Fuller's Earth,Curcuma Longa Root Extract,Parfum,Sodium Methylparaben,Imidazolidinyl Urea,Dmdm Hydantoin,Xanthan Gum,Disodium EDTA,Sodium Propylparaben,Citric Acid,Sodium Lauryl Sulfate]",[Eczema]
Grounded Sage,Charcoal and Lemon Detox Facial Mask,Wet Mask,Canada,"[Aloe Barbadensis Leaf Extract,Water,Acrylates Copolymer,Sodium Hydroxymethylglycinate,Charcoal Powder,Tocopherol,Citrus Limon Leaf Oil,Caprylyl Glycol]","[Anti-Aging,Scar Healing,Brightening,Irritating]"
Rodan + Fields,Sooth Rescue Mask,Wet Mask,United States,"[Water,Glycerin,Kaolin,Calamine,Glyceryl Stearate,Pentylene Glycol,Bentonite,Propanediol,Cetyl Alcohol,Illite,Rosa Damascena Flower Water Extract,Allantoin,Bisabolol,Piperonyl Glucoside,Saccharum Officinarum Extract,Cucumis Sativus Extract,Phragmites Karka Extract,Algae Extract,Poria Cocos Extract,Chondrus Crispus Extract,Magnesium Carboxymethyl Beta-Glucan,Montmorillonite,Caprylic/Capric Glycerides,Linoleic Acid,Linolenic Acid,Polyacrylamide,Laureth-7,Xanthan Gum,C13-14 Isoparaffin,Tocopherol,Citric Acid,Disodium EDTA,Butylene Glycol,Caprylyl Glycol,Ethylhexylglycerin,1,2-Hexanediol,Octanediol,Hydroxyacetophenone,Sodium Benzoate,Phenoxyethanol,Chromium Oxide Greens]","[Hydrating,Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating]"
Garnier,SkinActive 3-in-1 Face Moisturizer with Rose Water,Wet Mask,France,"[Water,Glycerin,Butyrospermum Parkii Butter,Caprylic/Capric Triglyceride,Cera Alba,Glyceryl Stearate Se,Polyglyceryl-3 Methylglucose Distearate,Alcohol Denat.,Zea Mays Starch,Stearyl Alcohol,Rosa Damascena Flower Water,Dicaprylyl Ether,Stearic Acid,Carbomer,Glycine Soja Oil,Sodium Hydroxide,Sodium Phytate,Arginine,Myristic Acid,Palmitic Acid,Prunus Armeniaca Kernel Oil,Propanediol,Caprylyl Glycol,Citric Acid,Xanthan Gum,Tocopherol,Salicylic Acid,Linalool,Citronellol,Parfum]","[Good For Oily Skin,Reduces Large Pores,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema]"
TONYMOLY,Egg Pore Tightening Cooling Pack,Wet Mask,South Korea,"[Water,Kaolin,Butylene Glycol,Bentonite,Ci 77891,Acrylates Copolymer,Zea Mays Starch,Perfluorohexane,Phenoxyethanol,Tromethamine,Chlorphenesin,Peg-60 Hydrogenated Castor Oil,Glycerin,Ethylhexylglycerin,Caprylyl Glycol,Cellulose Gum,Perfluorodecalin,Potassium Alginate,Pentafluoropropane,Parfum,Alcohol,Disodium EDTA,1,2-Hexanediol,Sea Silt,Vinegar,Egg Shell Powder,Sodium Hyaluronate]",[Rosacea]
Proactiv,Skin Purifying Mask,Wet Mask,United States,"[Kaolin,Glycereth-26,Linoleic Acid,Cetearyl Alcohol,Magnesium Aluminum Silicate,Synthetic Wax,Ceteareth-20,Sodium Lauroyl Sarcosinate,Linolenic Acid,Tocopherol,Tocopheryl Acetate,Melaleuca Alternifolia Leaf Oil,Cymbopogon Schoenanthus Extract,Geranium Maculatum Extract,Hydrated Silica,Ethoxydiglycol,Tetrasodium EDTA,Sodium Sulfate,Butylene Glycol,Phenoxyethanol,Parfum,Titanium Dioxide,Zinc Oxide,Chromium Hydroxide Green]","[Hydrating,Good For Oily Skin,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating]"
Lather,Honey Moisture Mask with Propolis Extract,Wet Mask,United States,"[Water,Prunus Amygdalus Dulcis Oil,Cetyl Alcohol,Stearyl Alcohol,Glyceryl Stearate Se,Propanediol,Coco-Caprylate,Olea Europaea Fruit Oil,Aloe Barbadensis Extract,Honey Extract,Hypericum Perforatum Extract,Hydrolyzed Wheat Protein,Glycerin,Propolis Extract,Phosphatidylcholine,Bentonite,Glyceryl Caprylate,Royal Jelly,Tocopheryl Linoleate,Rosmarinus Officinalis Leaf Extract,Ascorbyl Palmitate,Caprylic/Capric Triglyceride,Ascorbic Acid,Tocopherol,Potassium Sorbate,Sodium Carbomer,Caprylhydroxamic Acid,Sodium Phytate,Citric Acid]","[Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating]"
ECOOKING,Peeling Mask,Wet Mask,Denmark,"[Water,Lactic Acid,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Squalane,Polysorbate 60,Gluconolactone,Sodium Dehydroacetate,Salicylic Acid,Glycolic Acid,Sodium Benzoate,Calcium Gluconate]","[Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema]"
Urban Hydration,Nourish & Rehydrate Castor & Shea Facial Peel-off Mask,Wet Mask,United States,"[Water,Polyvinyl Alcohol,Propylene Glycol,Alcohol,Acrylates/Palmeth-25 Acrylate Copolymer,Peg-50 Shea Butter,Trehalose,Peg-40 Hydrogenated Castor Oil,Phenoxyethanol,Caprylyl Glycol,Parfum,Sodium Hydroxide]",[Rosacea]
Sisley,Black Rose Cream Mask,Wet Mask,Europe,"[Water,Butyrospermum Parkii Butter,Glycerin,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Squalane,Butylene Glycol,Tocopheryl Acetate,Panthenol,Physalis Alkekengi Calyx Extract,Verbascum Thapsus Extract,Algae Extract,Rose Extract,Vitis Vinifera Leaf Extract,Padina Pavonica Thallus Extract,Michelia Alba Leaf Oil,Pelargonium Graveolens Oil,Rosa Damascena Flower Oil,Simmondsia Chinensis Seed Oil,Glyceryl Stearate,Peg-100 Stearate,Ethylhexylglycerin,Pentylene Glycol,Polysorbate 60,Sorbitan Isostearate,Disodium EDTA,Citric Acid,Sodium Hydroxide,Peg-12 Dimethicone,Phenoxyethanol,Sodium Benzoate,Potassium Sorbate,BHA,Ci 77491,Linalool,Citronellol,Limonene]","[Reduces Irritation,Reduces Large Pores,Brightening,Drying,Irritating]"
Mario Badescu,Drying Mask,Wet Mask,United States,"[Water,Kaolin,Calamine,Propylene Glycol,Ichthammol,Sulfur,Triticum Vulgare Starch,Zinc Oxide,Cellulose Gum,Sorbitol,Cucumis Sativus Fruit Extract,Polysorbate 80,Sodium Chloride,Parfum,Methylparaben,Ci 77891,Ci 19140,Ci 42090]","[Hydrating,Drying,Acne Trigger]"
Eco Your Skin,Phytoncide Secret Mask,Wet Mask,South Korea,"[Water,Kaolin,Chamaecyparis Obtusa Water,Bentonite,Silica,Magnesium Aluminum Silicate,Propylene Glycol,Hamamelis Virginiana Extract,Titanium Dioxide,Alcohol,1,2-Hexanediol,Beta-Glucan,Dryopteris Crassirhizoma Extract,Sodium Hyaluronate,Xanthan Gum,Caprylyl Glycol,Allantoin,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Isohexadecane,Polysorbate 80,Ethylhexylglycerin,Butylene Glycol,Disodium EDTA,Dipotassium Glycyrrhizate,Melaleuca Alternifolia Leaf Oil,Pentylene Glycol,Aspalathus Linearis Extract,Glycyrrhiza Glabra Root Extract]","[Good For Oily Skin,Rosacea,Eczema]"
Biologique Recherche,Masque Visolastine + Long-Lasting Hydrating Face Mask,Wet Mask,,"[Water,Kaolin,Macadamia Ternifolia Seed Oil,Glycerin,Saccharide Isomerate,Gossypium Herbaceum Seed Oil,Pentylene Glycol,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Glyceryl Stearate,Titanium Dioxide,Helianthus Annuus Seed Oil,Biosaccharide Gum-1,Rhizobian Gum,Phytic Acid,Citric Acid,Sodium Hyaluronate,C12-20 Alkyl Glucoside,Tocopheryl Acetate,Cetyl Palmitate,Tocopherol,Cetearyl Isononanoate,Ceteareth-20,Ceteareth-12,Cetearyl Alcohol,Sorbitan Isostearate,C14-22 Alcohols,Polysorbate 60,Caprylyl Glycol,Phenoxyethanol,Sodium Citrate,Chlorphenesin]","[Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating]"
